GeneID	GO_ID	Aspect	Evidence	Reference
LOC110899660	GO:0070971	C	IEA	PMID:30032202
LOC110899660	GO:0070973	P	IEA	PMID:30032202
LOC110899674	GO:0003677	F	IEA	PMID:22301074
LOC110899674	GO:0003700	F	IEA	PMID:22301074
LOC110899674	GO:0003700	F	IEA	PMID:30032202
LOC110899674	GO:0006355	P	IEA	PMID:22301074
LOC110899674	GO:0009873	P	IEA	PMID:30032202
LOC110899696	GO:0016836	F	IEA	PMID:22301074
LOC110899740	GO:0004672	F	IEA	PMID:22301074
LOC110899740	GO:0005524	F	IEA	PMID:22301074
LOC110899740	GO:0006468	P	IEA	PMID:22301074
LOC110899740	GO:0016887	F	IEA	PMID:22301074
LOC110899759	GO:0016614	F	IEA	PMID:22301074
LOC110899759	GO:0050660	F	IEA	PMID:22301074
LOC110899774	GO:0016614	F	IEA	PMID:22301074
LOC110899774	GO:0050660	F	IEA	PMID:22301074
LOC110899775	GO:0004366	F	IEA	PMID:30032202
LOC110899775	GO:0006650	P	IEA	PMID:30032202
LOC110899787	GO:0005515	F	IEA	PMID:22301074
LOC110899787	GO:0043531	F	IEA	PMID:22301074
LOC110899787	GO:0098542	P	IEA	PMID:30032202
LOC110899789	GO:0003857	F	IEA	PMID:30032202
LOC110899789	GO:0005777	C	IEA	PMID:30032202
LOC110899789	GO:0006635	P	IEA	PMID:30032202
LOC110899789	GO:0070403	F	IEA	PMID:22301074
LOC110899792	GO:0004674	F	IEA	PMID:30032202
LOC110899792	GO:0005524	F	IEA	PMID:22301074
LOC110899792	GO:0006468	P	IEA	PMID:22301074
LOC110899792	GO:0006468	P	IEA	PMID:30032202
LOC110899792	GO:0035556	P	IEA	PMID:30032202
LOC110899793	GO:0005509	F	IEA	PMID:22301074
LOC110899793	GO:0005509	F	IEA	PMID:30032202
LOC110899793	GO:0019722	P	IEA	PMID:30032202
LOC110899793	GO:0019900	F	IEA	PMID:30032202
LOC110899825	GO:0003723	F	IEA	PMID:30032202
LOC110899825	GO:0005515	F	IEA	PMID:22301074
LOC110899825	GO:0008270	F	IEA	PMID:22301074
LOC110899825	GO:0009451	P	IEA	PMID:30032202
LOC110899836	GO:0006869	P	IEA	PMID:22301074
LOC110899836	GO:0006869	P	IEA	PMID:30032202
LOC110899836	GO:0008289	F	IEA	PMID:22301074
LOC110899836	GO:0008289	F	IEA	PMID:30032202
LOC110899836	GO:0016020	C	IEA	PMID:30032202
LOC110899837	GO:0006869	P	IEA	PMID:22301074
LOC110899837	GO:0006869	P	IEA	PMID:30032202
LOC110899837	GO:0008289	F	IEA	PMID:22301074
LOC110899837	GO:0008289	F	IEA	PMID:30032202
LOC110899837	GO:0016020	C	IEA	PMID:30032202
LOC110899839	GO:0006869	P	IEA	PMID:22301074
LOC110899839	GO:0006869	P	IEA	PMID:30032202
LOC110899839	GO:0008289	F	IEA	PMID:22301074
LOC110899839	GO:0008289	F	IEA	PMID:30032202
LOC110899839	GO:0016020	C	IEA	PMID:30032202
LOC110899841	GO:0008194	F	IEA	PMID:22301074
LOC110899844	GO:0003677	F	IEA	PMID:22301074
LOC110899860	GO:0005789	C	IEA	PMID:30032202
LOC110899860	GO:0030433	P	IEA	PMID:30032202
LOC110899860	GO:0030544	F	IEA	PMID:30032202
LOC110899860	GO:0051085	P	IEA	PMID:30032202
LOC110899860	GO:0071218	P	IEA	PMID:30032202
LOC110899865	GO:0005515	F	IEA	PMID:22301074
LOC110899868	GO:0043531	F	IEA	PMID:22301074
LOC110899868	GO:0098542	P	IEA	PMID:30032202
LOC110899878	GO:0003735	F	IEA	PMID:22301074
LOC110899878	GO:0003735	F	IEA	PMID:30032202
LOC110899878	GO:0005840	C	IEA	PMID:22301074
LOC110899878	GO:0005840	C	IEA	PMID:30032202
LOC110899878	GO:0006412	P	IEA	PMID:22301074
LOC110899878	GO:0006412	P	IEA	PMID:30032202
LOC110899878	GO:0022627	C	IEA	PMID:30032202
LOC110899887	GO:0005515	F	IEA	PMID:22301074
LOC110899926	GO:0003723	F	IEA	PMID:30032202
LOC110899926	GO:0005515	F	IEA	PMID:22301074
LOC110899926	GO:0008270	F	IEA	PMID:22301074
LOC110899926	GO:0009451	P	IEA	PMID:30032202
LOC110899927	GO:0016020	C	IEA	PMID:22301074
LOC110899927	GO:0022857	F	IEA	PMID:22301074
LOC110899927	GO:0055085	P	IEA	PMID:22301074
LOC110899940	GO:0005515	F	IEA	PMID:22301074
LOC110899940	GO:0043531	F	IEA	PMID:22301074
LOC110899940	GO:0098542	P	IEA	PMID:30032202
LOC110899945	GO:0043531	F	IEA	PMID:22301074
LOC110899945	GO:0098542	P	IEA	PMID:30032202
LOC110899953	GO:0003723	F	IEA	PMID:22301074
LOC110899953	GO:0003723	F	IEA	PMID:30032202
LOC110899958	GO:0004497	F	IEA	PMID:22301074
LOC110899958	GO:0005506	F	IEA	PMID:22301074
LOC110899958	GO:0016705	F	IEA	PMID:22301074
LOC110899958	GO:0020037	F	IEA	PMID:22301074
LOC110899970	GO:0005768	C	IEA	PMID:30032202
LOC110899970	GO:0035091	F	IEA	PMID:30032202
LOC110899975	GO:0043531	F	IEA	PMID:22301074
LOC110899975	GO:0098542	P	IEA	PMID:30032202
LOC110899981	GO:0043531	F	IEA	PMID:22301074
LOC110899981	GO:0098542	P	IEA	PMID:30032202
LOC110899990	GO:0004497	F	IEA	PMID:22301074
LOC110899990	GO:0005506	F	IEA	PMID:22301074
LOC110899990	GO:0016705	F	IEA	PMID:22301074
LOC110899990	GO:0020037	F	IEA	PMID:22301074
LOC110899991	GO:0004497	F	IEA	PMID:22301074
LOC110899991	GO:0005506	F	IEA	PMID:22301074
LOC110899991	GO:0016705	F	IEA	PMID:22301074
LOC110899991	GO:0020037	F	IEA	PMID:22301074
LOC110899997	GO:0000122	P	IEA	PMID:30032202
LOC110899997	GO:0000785	C	IEA	PMID:30032202
LOC110899997	GO:0003677	F	IEA	PMID:30032202
LOC110899997	GO:0003682	F	IEA	PMID:30032202
LOC110899997	GO:0005634	C	IEA	PMID:30032202
LOC110899997	GO:0006338	P	IEA	PMID:30032202
LOC110899997	GO:0016887	F	IEA	PMID:30032202
LOC110899997	GO:0042393	F	IEA	PMID:30032202
LOC110899997	GO:0140658	F	IEA	PMID:30032202
LOC110900004	GO:0051213	F	IEA	PMID:30032202
LOC110900011	GO:0005634	C	IEA	PMID:30032202
LOC110900011	GO:0009299	P	IEA	PMID:30032202
LOC110900011	GO:0009416	P	IEA	PMID:30032202
LOC110900016	GO:0008194	F	IEA	PMID:22301074
LOC110900026	GO:0005515	F	IEA	PMID:22301074
LOC110900026	GO:0043531	F	IEA	PMID:22301074
LOC110900026	GO:0098542	P	IEA	PMID:30032202
LOC110900038	GO:0005886	C	IEA	PMID:30032202
LOC110900038	GO:0022857	F	IEA	PMID:30032202
LOC110900057	GO:0005515	F	IEA	PMID:22301074
LOC110900057	GO:0043531	F	IEA	PMID:22301074
LOC110900057	GO:0098542	P	IEA	PMID:30032202
LOC110900061	GO:0030599	F	IEA	PMID:22301074
LOC110900061	GO:0030599	F	IEA	PMID:30032202
LOC110900061	GO:0042545	P	IEA	PMID:22301074
LOC110900061	GO:0046910	F	IEA	PMID:30032202
LOC110900062	GO:0030599	F	IEA	PMID:22301074
LOC110900062	GO:0030599	F	IEA	PMID:30032202
LOC110900062	GO:0042545	P	IEA	PMID:22301074
LOC110900062	GO:0046910	F	IEA	PMID:30032202
LOC110900066	GO:0005515	F	IEA	PMID:22301074
LOC110900066	GO:0043531	F	IEA	PMID:22301074
LOC110900066	GO:0098542	P	IEA	PMID:30032202
LOC110900073	GO:0009570	C	IEA	PMID:30032202
LOC110900073	GO:0016121	P	IEA	PMID:30032202
LOC110900073	GO:0045549	F	IEA	PMID:30032202
LOC110900085	GO:0016036	P	IEA	PMID:30032202
LOC110900094	GO:0043531	F	IEA	PMID:22301074
LOC110900094	GO:0098542	P	IEA	PMID:30032202
LOC110900102	GO:0004672	F	IEA	PMID:22301074
LOC110900102	GO:0005524	F	IEA	PMID:22301074
LOC110900102	GO:0006468	P	IEA	PMID:22301074
LOC110900104	GO:0004672	F	IEA	PMID:22301074
LOC110900104	GO:0005524	F	IEA	PMID:22301074
LOC110900104	GO:0006468	P	IEA	PMID:22301074
LOC110900110	GO:0003677	F	IEA	PMID:22301074
LOC110900110	GO:0003700	F	IEA	PMID:22301074
LOC110900110	GO:0003700	F	IEA	PMID:30032202
LOC110900110	GO:0006355	P	IEA	PMID:22301074
LOC110900110	GO:0009873	P	IEA	PMID:30032202
LOC110900121	GO:0008194	F	IEA	PMID:22301074
LOC110900140	GO:0047918	F	IEA	PMID:22301074
LOC110900140	GO:0051287	F	IEA	PMID:22301074
LOC110900142	GO:0006633	P	IEA	PMID:22301074
LOC110900142	GO:0006633	P	IEA	PMID:30032202
LOC110900142	GO:0016020	C	IEA	PMID:22301074
LOC110900142	GO:0016020	C	IEA	PMID:30032202
LOC110900142	GO:0016747	F	IEA	PMID:22301074
LOC110900142	GO:0016747	F	IEA	PMID:30032202
LOC110900167	GO:0043531	F	IEA	PMID:22301074
LOC110900167	GO:0098542	P	IEA	PMID:30032202
LOC110900176	GO:0003700	F	IEA	PMID:30032202
LOC110900176	GO:0005634	C	IEA	PMID:30032202
LOC110900176	GO:0006355	P	IEA	PMID:30032202
LOC110900176	GO:0043565	F	IEA	PMID:30032202
LOC110900198	GO:0003723	F	IEA	PMID:30032202
LOC110900198	GO:0003735	F	IEA	PMID:22301074
LOC110900198	GO:0003735	F	IEA	PMID:30032202
LOC110900198	GO:0005840	C	IEA	PMID:22301074
LOC110900198	GO:0005840	C	IEA	PMID:30032202
LOC110900198	GO:0006412	P	IEA	PMID:22301074
LOC110900198	GO:0006412	P	IEA	PMID:30032202
LOC110900198	GO:0022627	C	IEA	PMID:30032202
LOC110900205	GO:0004867	F	IEA	PMID:22301074
LOC110900205	GO:0004867	F	IEA	PMID:30032202
LOC110900205	GO:0009611	P	IEA	PMID:22301074
LOC110900205	GO:0009611	P	IEA	PMID:30032202
LOC110900215	GO:0003677	F	IEA	PMID:22301074
LOC110900220	GO:0005524	F	IEA	PMID:22301074
LOC110900220	GO:0016301	F	IEA	PMID:22301074
LOC110900222	GO:0000028	P	IEA	PMID:30032202
LOC110900222	GO:0003723	F	IEA	PMID:22301074
LOC110900222	GO:0003735	F	IEA	PMID:22301074
LOC110900222	GO:0003735	F	IEA	PMID:30032202
LOC110900222	GO:0005840	C	IEA	PMID:22301074
LOC110900222	GO:0005840	C	IEA	PMID:30032202
LOC110900222	GO:0006412	P	IEA	PMID:22301074
LOC110900222	GO:0006412	P	IEA	PMID:30032202
LOC110900222	GO:0022627	C	IEA	PMID:30032202
LOC110900233	GO:0009507	C	IEA	PMID:30032202
LOC110900233	GO:0016114	P	IEA	PMID:22301074
LOC110900233	GO:0016114	P	IEA	PMID:30032202
LOC110900233	GO:0019288	P	IEA	PMID:30032202
LOC110900233	GO:0046429	F	IEA	PMID:22301074
LOC110900233	GO:0046429	F	IEA	PMID:30032202
LOC110900237	GO:0004222	F	IEA	PMID:22301074
LOC110900237	GO:0004222	F	IEA	PMID:30032202
LOC110900237	GO:0005789	C	IEA	PMID:30032202
LOC110900237	GO:0071586	P	IEA	PMID:22301074
LOC110900237	GO:0071586	P	IEA	PMID:30032202
LOC110900250	GO:0005515	F	IEA	PMID:22301074
LOC110900250	GO:0043531	F	IEA	PMID:22301074
LOC110900250	GO:0098542	P	IEA	PMID:30032202
LOC110900280	GO:0004672	F	IEA	PMID:22301074
LOC110900280	GO:0005515	F	IEA	PMID:22301074
LOC110900280	GO:0005524	F	IEA	PMID:22301074
LOC110900280	GO:0006468	P	IEA	PMID:22301074
LOC110900305	GO:0004497	F	IEA	PMID:22301074
LOC110900305	GO:0005506	F	IEA	PMID:22301074
LOC110900305	GO:0016705	F	IEA	PMID:22301074
LOC110900305	GO:0020037	F	IEA	PMID:22301074
LOC110900359	GO:0004714	F	IEA	PMID:30032202
LOC110900359	GO:0005524	F	IEA	PMID:22301074
LOC110900359	GO:0005886	C	IEA	PMID:30032202
LOC110900359	GO:0009506	C	IEA	PMID:30032202
LOC110900359	GO:0046777	P	IEA	PMID:30032202
LOC110900360	GO:0043531	F	IEA	PMID:22301074
LOC110900360	GO:0098542	P	IEA	PMID:30032202
LOC110900362	GO:0005515	F	IEA	PMID:22301074
LOC110900362	GO:0043531	F	IEA	PMID:22301074
LOC110900362	GO:0098542	P	IEA	PMID:30032202
LOC110900366	GO:0003924	F	IEA	PMID:30032202
LOC110900366	GO:0005047	F	IEA	PMID:30032202
LOC110900366	GO:0005525	F	IEA	PMID:22301074
LOC110900366	GO:0006614	P	IEA	PMID:22301074
LOC110900366	GO:0016020	C	IEA	PMID:30032202
LOC110900366	GO:0016887	F	IEA	PMID:22301074
LOC110900369	GO:0005975	P	IEA	PMID:22301074
LOC110900369	GO:0005975	P	IEA	PMID:30032202
LOC110900369	GO:0008422	F	IEA	PMID:30032202
LOC110900378	GO:0004739	F	IEA	PMID:22301074
LOC110900378	GO:0006086	P	IEA	PMID:22301074
LOC110900378	GO:0043231	C	IEA	PMID:22301074
LOC110900384	GO:0005085	F	IEA	PMID:22301074
LOC110900384	GO:0005085	F	IEA	PMID:30032202
LOC110900400	GO:0000723	P	IEA	PMID:22301074
LOC110900400	GO:0003678	F	IEA	PMID:22301074
LOC110900400	GO:0006281	P	IEA	PMID:22301074
LOC110900405	GO:0004674	F	IEA	PMID:22301074
LOC110900405	GO:0005524	F	IEA	PMID:22301074
LOC110900405	GO:0006468	P	IEA	PMID:22301074
LOC110900405	GO:0048544	P	IEA	PMID:22301074
LOC110900522	GO:0004096	F	IEA	PMID:22301074
LOC110900522	GO:0006979	P	IEA	PMID:22301074
LOC110900522	GO:0008610	P	IEA	PMID:22301074
LOC110900522	GO:0020037	F	IEA	PMID:22301074
LOC110900522	GO:0031177	F	IEA	PMID:22301074
LOC110900535	GO:0005515	F	IEA	PMID:22301074
LOC110900599	GO:0003676	F	IEA	PMID:22301074
LOC110900599	GO:0008270	F	IEA	PMID:22301074
LOC110900599	GO:0015074	P	IEA	PMID:22301074
LOC110900634	GO:0043531	F	IEA	PMID:22301074
LOC110900644	GO:0005483	F	IEA	PMID:30032202
LOC110900644	GO:0005774	C	IEA	PMID:30032202
LOC110900644	GO:0006886	P	IEA	PMID:22301074
LOC110900644	GO:0006886	P	IEA	PMID:30032202
LOC110900644	GO:0019905	F	IEA	PMID:30032202
LOC110900644	GO:0031201	C	IEA	PMID:30032202
LOC110900644	GO:0035494	P	IEA	PMID:30032202
LOC110900673	GO:0005515	F	IEA	PMID:22301074
LOC110900673	GO:0043531	F	IEA	PMID:22301074
LOC110900673	GO:0098542	P	IEA	PMID:30032202
LOC110900682	GO:0000774	F	IEA	PMID:22301074
LOC110900682	GO:0000774	F	IEA	PMID:30032202
LOC110900682	GO:0001405	C	IEA	PMID:30032202
LOC110900682	GO:0006457	P	IEA	PMID:22301074
LOC110900682	GO:0006457	P	IEA	PMID:30032202
LOC110900682	GO:0030150	P	IEA	PMID:30032202
LOC110900682	GO:0042803	F	IEA	PMID:22301074
LOC110900682	GO:0042803	F	IEA	PMID:30032202
LOC110900682	GO:0051082	F	IEA	PMID:30032202
LOC110900682	GO:0051087	F	IEA	PMID:22301074
LOC110900682	GO:0051087	F	IEA	PMID:30032202
LOC110900689	GO:0046983	F	IEA	PMID:22301074
LOC110900722	GO:0005515	F	IEA	PMID:22301074
LOC110900804	GO:0005515	F	IEA	PMID:22301074
LOC110900804	GO:0005886	C	IEA	PMID:30032202
LOC110900804	GO:0009755	P	IEA	PMID:30032202
LOC110900811	GO:0005515	F	IEA	PMID:22301074
LOC110900821	GO:0005576	C	IEA	PMID:22301074
LOC110900821	GO:0009664	P	IEA	PMID:22301074
LOC110900821	GO:0009664	P	IEA	PMID:30032202
LOC110900822	GO:0000978	F	IEA	PMID:30032202
LOC110900822	GO:0000981	F	IEA	PMID:30032202
LOC110900822	GO:0006357	P	IEA	PMID:30032202
LOC110900822	GO:0090575	C	IEA	PMID:30032202
LOC110900898	GO:0006631	P	IEA	PMID:22301074
LOC110900898	GO:0070403	F	IEA	PMID:22301074
LOC110900971	GO:0005768	C	IEA	PMID:30032202
LOC110900971	GO:0005802	C	IEA	PMID:30032202
LOC110900978	GO:0003677	F	IEA	PMID:22301074
LOC110900978	GO:0003700	F	IEA	PMID:22301074
LOC110900978	GO:0006355	P	IEA	PMID:22301074
LOC110900993	GO:0008270	F	IEA	PMID:22301074
LOC110901034	GO:0004033	F	IEA	PMID:30032202
LOC110901034	GO:0005737	C	IEA	PMID:30032202
LOC110901042	GO:0005515	F	IEA	PMID:22301074
LOC110901042	GO:0005886	C	IEA	PMID:30032202
LOC110901042	GO:0009755	P	IEA	PMID:30032202
LOC110901074	GO:0006812	P	IEA	PMID:30032202
LOC110901074	GO:0008324	F	IEA	PMID:30032202
LOC110901074	GO:0016020	C	IEA	PMID:22301074
LOC110901074	GO:0016020	C	IEA	PMID:30032202
LOC110901074	GO:0055085	P	IEA	PMID:22301074
LOC110901078	GO:0009058	P	IEA	PMID:22301074
LOC110901078	GO:0016844	F	IEA	PMID:22301074
LOC110901109	GO:0000287	F	IEA	PMID:22301074
LOC110901109	GO:0010333	F	IEA	PMID:22301074
LOC110901109	GO:0016102	P	IEA	PMID:22301074
LOC110901115	GO:0046983	F	IEA	PMID:22301074
LOC110901139	GO:0008194	F	IEA	PMID:22301074
LOC110901182	GO:0000151	C	IEA	PMID:30032202
LOC110901182	GO:0000209	P	IEA	PMID:30032202
LOC110901182	GO:0003676	F	IEA	PMID:22301074
LOC110901182	GO:0004523	F	IEA	PMID:22301074
LOC110901182	GO:0005737	C	IEA	PMID:30032202
LOC110901182	GO:0006511	P	IEA	PMID:30032202
LOC110901182	GO:0008270	F	IEA	PMID:22301074
LOC110901182	GO:0031624	F	IEA	PMID:30032202
LOC110901182	GO:0032436	P	IEA	PMID:30032202
LOC110901182	GO:0061630	F	IEA	PMID:30032202
LOC110901202	GO:0008270	F	IEA	PMID:22301074
LOC110901202	GO:0061630	F	IEA	PMID:30032202
LOC110901210	GO:0009507	C	IEA	PMID:30032202
LOC110901210	GO:0016114	P	IEA	PMID:22301074
LOC110901210	GO:0016114	P	IEA	PMID:30032202
LOC110901210	GO:0019288	P	IEA	PMID:30032202
LOC110901210	GO:0046429	F	IEA	PMID:22301074
LOC110901210	GO:0046429	F	IEA	PMID:30032202
LOC110901343	GO:0016020	C	IEA	PMID:22301074
LOC110901343	GO:0016765	F	IEA	PMID:22301074
LOC110901370	GO:0005515	F	IEA	PMID:22301074
LOC110901374	GO:0033612	F	IEA	PMID:30032202
LOC110901384	GO:0003677	F	IEA	PMID:22301074
LOC110901384	GO:0004674	F	IEA	PMID:30032202
LOC110901384	GO:0005509	F	IEA	PMID:22301074
LOC110901384	GO:0005524	F	IEA	PMID:22301074
LOC110901384	GO:0005886	C	IEA	PMID:30032202
LOC110901384	GO:0006468	P	IEA	PMID:22301074
LOC110901384	GO:0006468	P	IEA	PMID:30032202
LOC110901384	GO:0007166	P	IEA	PMID:30032202
LOC110901421	GO:0005506	F	IEA	PMID:22301074
LOC110901421	GO:0016705	F	IEA	PMID:22301074
LOC110901421	GO:0031418	F	IEA	PMID:22301074
LOC110901620	GO:0010052	P	IEA	PMID:30032202
LOC110901620	GO:0010374	P	IEA	PMID:30032202
LOC110901664	GO:0005515	F	IEA	PMID:22301074
LOC110901713	GO:0004714	F	IEA	PMID:30032202
LOC110901713	GO:0005524	F	IEA	PMID:22301074
LOC110901713	GO:0005886	C	IEA	PMID:30032202
LOC110901713	GO:0009506	C	IEA	PMID:30032202
LOC110901713	GO:0046777	P	IEA	PMID:30032202
LOC110901724	GO:0004674	F	IEA	PMID:22301074
LOC110901724	GO:0005524	F	IEA	PMID:22301074
LOC110901724	GO:0006468	P	IEA	PMID:22301074
LOC110901749	GO:0004714	F	IEA	PMID:30032202
LOC110901749	GO:0005524	F	IEA	PMID:22301074
LOC110901749	GO:0005886	C	IEA	PMID:30032202
LOC110901749	GO:0009506	C	IEA	PMID:30032202
LOC110901749	GO:0046777	P	IEA	PMID:30032202
LOC110901781	GO:0003700	F	IEA	PMID:22301074
LOC110901781	GO:0003700	F	IEA	PMID:30032202
LOC110901781	GO:0006355	P	IEA	PMID:22301074
LOC110901781	GO:0043565	F	IEA	PMID:22301074
LOC110901878	GO:0003723	F	IEA	PMID:22301074
LOC110901878	GO:0004559	F	IEA	PMID:22301074
LOC110901878	GO:0006013	P	IEA	PMID:22301074
LOC110901924	GO:0004672	F	IEA	PMID:22301074
LOC110901924	GO:0005524	F	IEA	PMID:22301074
LOC110901924	GO:0006468	P	IEA	PMID:22301074
LOC110902020	GO:0006869	P	IEA	PMID:22301074
LOC110902020	GO:0006869	P	IEA	PMID:30032202
LOC110902020	GO:0008289	F	IEA	PMID:22301074
LOC110902020	GO:0008289	F	IEA	PMID:30032202
LOC110902020	GO:0016020	C	IEA	PMID:30032202
LOC110902046	GO:0005515	F	IEA	PMID:22301074
LOC110902081	GO:0003676	F	IEA	PMID:22301074
LOC110902081	GO:0004523	F	IEA	PMID:22301074
LOC110902081	GO:0015074	P	IEA	PMID:22301074
LOC110902091	GO:0005515	F	IEA	PMID:22301074
LOC110902116	GO:0043531	F	IEA	PMID:22301074
LOC110902116	GO:0098542	P	IEA	PMID:30032202
LOC110902127	GO:0005886	C	IEA	PMID:30032202
LOC110902127	GO:0009055	F	IEA	PMID:22301074
LOC110902127	GO:0009055	F	IEA	PMID:30032202
LOC110902128	GO:0043531	F	IEA	PMID:22301074
LOC110902128	GO:0098542	P	IEA	PMID:30032202
LOC110902132	GO:0043531	F	IEA	PMID:22301074
LOC110902132	GO:0098542	P	IEA	PMID:30032202
LOC110902136	GO:0004497	F	IEA	PMID:22301074
LOC110902136	GO:0005506	F	IEA	PMID:22301074
LOC110902136	GO:0016705	F	IEA	PMID:22301074
LOC110902136	GO:0020037	F	IEA	PMID:22301074
LOC110902167	GO:0043531	F	IEA	PMID:22301074
LOC110902167	GO:0098542	P	IEA	PMID:30032202
LOC110902178	GO:0003676	F	IEA	PMID:22301074
LOC110902178	GO:0008270	F	IEA	PMID:22301074
LOC110902208	GO:0005515	F	IEA	PMID:22301074
LOC110902240	GO:0043531	F	IEA	PMID:22301074
LOC110902240	GO:0098542	P	IEA	PMID:30032202
LOC110902242	GO:0043531	F	IEA	PMID:22301074
LOC110902242	GO:0098542	P	IEA	PMID:30032202
LOC110902247	GO:0043531	F	IEA	PMID:22301074
LOC110902247	GO:0098542	P	IEA	PMID:30032202
LOC110902252	GO:0043531	F	IEA	PMID:22301074
LOC110902252	GO:0098542	P	IEA	PMID:30032202
LOC110902253	GO:0043531	F	IEA	PMID:22301074
LOC110902253	GO:0098542	P	IEA	PMID:30032202
LOC110902257	GO:0043231	C	IEA	PMID:30032202
LOC110902307	GO:0043531	F	IEA	PMID:22301074
LOC110902307	GO:0098542	P	IEA	PMID:30032202
LOC110902308	GO:0000166	F	IEA	PMID:22301074
LOC110902308	GO:0005886	C	IEA	PMID:30032202
LOC110902308	GO:0045332	P	IEA	PMID:30032202
LOC110902308	GO:0140326	F	IEA	PMID:30032202
LOC110902313	GO:0005515	F	IEA	PMID:22301074
LOC110902339	GO:0043531	F	IEA	PMID:22301074
LOC110902339	GO:0098542	P	IEA	PMID:30032202
LOC110902341	GO:0043531	F	IEA	PMID:22301074
LOC110902342	GO:0043531	F	IEA	PMID:22301074
LOC110902342	GO:0050832	P	IEA	PMID:30032202
LOC110902346	GO:0043531	F	IEA	PMID:22301074
LOC110902346	GO:0098542	P	IEA	PMID:30032202
LOC110902348	GO:0043531	F	IEA	PMID:22301074
LOC110902348	GO:0098542	P	IEA	PMID:30032202
LOC110902379	GO:0005524	F	IEA	PMID:30032202
LOC110902379	GO:0006620	P	IEA	PMID:30032202
LOC110902379	GO:0016887	F	IEA	PMID:30032202
LOC110902379	GO:0043529	C	IEA	PMID:30032202
LOC110902407	GO:0016491	F	IEA	PMID:22301074
LOC110902455	GO:0005789	C	IEA	PMID:30032202
LOC110902455	GO:0006629	P	IEA	PMID:22301074
LOC110902455	GO:0009979	F	IEA	PMID:30032202
LOC110902455	GO:0016717	F	IEA	PMID:22301074
LOC110902455	GO:0016717	F	IEA	PMID:30032202
LOC110902537	GO:0061630	F	IEA	PMID:30032202
LOC110902564	GO:0003872	F	IEA	PMID:22301074
LOC110902564	GO:0005829	C	IEA	PMID:30032202
LOC110902564	GO:0006096	P	IEA	PMID:22301074
LOC110902564	GO:0009749	P	IEA	PMID:30032202
LOC110902564	GO:0015979	P	IEA	PMID:30032202
LOC110902564	GO:0047334	F	IEA	PMID:30032202
LOC110902576	GO:0000814	C	IEA	PMID:30032202
LOC110902576	GO:0043328	P	IEA	PMID:30032202
LOC110902582	GO:0005789	C	IEA	PMID:30032202
LOC110902582	GO:0009979	F	IEA	PMID:30032202
LOC110902582	GO:0016717	F	IEA	PMID:30032202
LOC110902623	GO:0000977	F	IEA	PMID:30032202
LOC110902623	GO:0000981	F	IEA	PMID:30032202
LOC110902623	GO:0006357	P	IEA	PMID:30032202
LOC110902623	GO:0046983	F	IEA	PMID:22301074
LOC110902623	GO:0090575	C	IEA	PMID:30032202
LOC110902639	GO:0046872	F	IEA	PMID:22301074
LOC110902671	GO:0005525	F	IEA	PMID:22301074
LOC110902786	GO:0003677	F	IEA	PMID:22301074
LOC110902786	GO:0006355	P	IEA	PMID:22301074
LOC110902801	GO:0003700	F	IEA	PMID:22301074
LOC110902801	GO:0006355	P	IEA	PMID:22301074
LOC110902813	GO:0008757	F	IEA	PMID:30032202
LOC110902813	GO:0032259	P	IEA	PMID:30032202
LOC110902841	GO:0000977	F	IEA	PMID:30032202
LOC110902841	GO:0000981	F	IEA	PMID:30032202
LOC110902841	GO:0006357	P	IEA	PMID:30032202
LOC110902841	GO:0046983	F	IEA	PMID:22301074
LOC110902841	GO:0090575	C	IEA	PMID:30032202
LOC110902921	GO:0000786	C	IEA	PMID:22301074
LOC110902921	GO:0000786	C	IEA	PMID:30032202
LOC110902921	GO:0003677	F	IEA	PMID:22301074
LOC110902921	GO:0003677	F	IEA	PMID:30032202
LOC110902921	GO:0030527	F	IEA	PMID:22301074
LOC110902921	GO:0030527	F	IEA	PMID:30032202
LOC110902921	GO:0046982	F	IEA	PMID:22301074
LOC110902960	GO:0005789	C	IEA	PMID:30032202
LOC110902960	GO:0006629	P	IEA	PMID:22301074
LOC110902960	GO:0009979	F	IEA	PMID:30032202
LOC110902960	GO:0016717	F	IEA	PMID:22301074
LOC110902960	GO:0016717	F	IEA	PMID:30032202
LOC110903004	GO:0016020	C	IEA	PMID:22301074
LOC110903004	GO:0022857	F	IEA	PMID:22301074
LOC110903004	GO:0022857	F	IEA	PMID:30032202
LOC110903004	GO:0055085	P	IEA	PMID:22301074
LOC110903025	GO:0003723	F	IEA	PMID:30032202
LOC110903025	GO:0005515	F	IEA	PMID:22301074
LOC110903025	GO:0009451	P	IEA	PMID:30032202
LOC110903060	GO:0006508	P	IEA	PMID:22301074
LOC110903060	GO:0008234	F	IEA	PMID:22301074
LOC110903090	GO:0005509	F	IEA	PMID:22301074
LOC110903090	GO:0005509	F	IEA	PMID:30032202
LOC110903154	GO:0003735	F	IEA	PMID:22301074
LOC110903154	GO:0003735	F	IEA	PMID:30032202
LOC110903154	GO:0005840	C	IEA	PMID:22301074
LOC110903154	GO:0005840	C	IEA	PMID:30032202
LOC110903154	GO:0006412	P	IEA	PMID:22301074
LOC110903154	GO:0006412	P	IEA	PMID:30032202
LOC110903154	GO:0009941	C	IEA	PMID:30032202
LOC110903185	GO:0004553	F	IEA	PMID:22301074
